"Statistic Label","Year","Sex","Age Group","UNIT","VALUE"
"Daily smokers","2016","Female","75 years and over","%","6.8"
"Daily smokers","2017","Both sexes","All ages","%","18.4"
"Daily smokers","2017","Both sexes","15 - 19 years","%","7.7"
"Daily smokers","2017","Both sexes","20 - 24 years","%","24.2"
"Daily smokers","2017","Both sexes","25 - 29 years","%","29.4"
"Daily smokers","2017","Both sexes","30 - 34 years","%","27.7"
"Daily smokers","2017","Both sexes","35 - 39 years","%","20.8"
"Daily smokers","2017","Both sexes","40 - 44 years","%","16.8"
"Daily smokers","2017","Both sexes","45 - 49 years","%","18.5"
"Daily smokers","2017","Both sexes","50 - 54 years","%","16.4"
"Daily smokers","2017","Both sexes","55 - 59 years","%","21.8"
"Daily smokers","2017","Both sexes","60 - 64 years","%","14.5"
"Daily smokers","2017","Both sexes","65 - 69 years","%","17.6"
"Daily smokers","2017","Both sexes","70 - 74 years","%","10.4"
"Daily smokers","2017","Both sexes","75 years and over","%","7.9"
"Daily smokers","2017","Male","All ages","%","20.1"
"Daily smokers","2017","Male","15 - 19 years","%","5.1"
"Daily smokers","2017","Male","20 - 24 years","%","29.5"
"Daily smokers","2017","Male","25 - 29 years","%","31.2"
"Daily smokers","2017","Male","30 - 34 years","%","33.2"
"Daily smokers","2017","Male","35 - 39 years","%","22.1"
"Daily smokers","2017","Male","40 - 44 years","%","16.9"
"Daily smokers","2017","Male","45 - 49 years","%","21.1"
"Daily smokers","2017","Male","50 - 54 years","%","18"
"Daily smokers","2017","Male","55 - 59 years","%","22.6"
"Daily smokers","2017","Male","60 - 64 years","%","18.3"
"Daily smokers","2017","Male","65 - 69 years","%","18.5"
"Daily smokers","2017","Male","70 - 74 years","%","12.7"
"Daily smokers","2017","Male","75 years and over","%","8.9"
"Daily smokers","2017","Female","All ages","%","16.7"
"Daily smokers","2017","Female","15 - 19 years","%","10.5"
"Daily smokers","2017","Female","20 - 24 years","%","19.1"
"Daily smokers","2017","Female","25 - 29 years","%","27.4"
"Daily smokers","2017","Female","30 - 34 years","%","23.4"
"Daily smokers","2017","Female","35 - 39 years","%","19.5"
"Daily smokers","2017","Female","40 - 44 years","%","16.7"
"Daily smokers","2017","Female","45 - 49 years","%","15.8"
"Daily smokers","2017","Female","50 - 54 years","%","14.8"
"Daily smokers","2017","Female","55 - 59 years","%","21.1"
"Daily smokers","2017","Female","60 - 64 years","%","10.4"
"Daily smokers","2017","Female","65 - 69 years","%","16.8"
"Daily smokers","2017","Female","70 - 74 years","%","8.3"
"Daily smokers","2017","Female","75 years and over","%","7.1"
"Daily smokers","2018","Both sexes","All ages","%","17"
"Daily smokers","2018","Both sexes","15 - 19 years","%","6.2"
"Daily smokers","2018","Both sexes","20 - 24 years","%","25.4"
"Daily smokers","2018","Both sexes","25 - 29 years","%","25.6"
"Daily smokers","2018","Both sexes","30 - 34 years","%","22.2"
"Daily smokers","2018","Both sexes","35 - 39 years","%","21.7"
"Daily smokers","2018","Both sexes","40 - 44 years","%","16.9"
"Daily smokers","2018","Both sexes","45 - 49 years","%","15.8"
"Daily smokers","2018","Both sexes","50 - 54 years","%","17.6"
"Daily smokers","2018","Both sexes","55 - 59 years","%","16.6"
"Daily smokers","2018","Both sexes","60 - 64 years","%","18.5"
"Daily smokers","2018","Both sexes","65 - 69 years","%","10.2"
"Daily smokers","2018","Both sexes","70 - 74 years","%","11.6"
"Daily smokers","2018","Both sexes","75 years and over","%","7.5"
"Daily smokers","2018","Male","All ages","%","19.4"
"Daily smokers","2018","Male","15 - 19 years","%","10.4"
"Daily smokers","2018","Male","20 - 24 years","%","27.2"
"Daily smokers","2018","Male","25 - 29 years","%","28.7"
"Daily smokers","2018","Male","30 - 34 years","%","26"
"Daily smokers","2018","Male","35 - 39 years","%","26.9"
"Daily smokers","2018","Male","40 - 44 years","%","19.9"
"Daily smokers","2018","Male","45 - 49 years","%","14.2"
"Daily smokers","2018","Male","50 - 54 years","%","20.6"
"Daily smokers","2018","Male","55 - 59 years","%","17.9"
"Daily smokers","2018","Male","60 - 64 years","%","18"
"Daily smokers","2018","Male","65 - 69 years","%","12"
"Daily smokers","2018","Male","70 - 74 years","%","12.9"
"Daily smokers","2018","Male","75 years and over","%","7.7"
"Daily smokers","2018","Female","All ages","%","14.8"
"Daily smokers","2018","Female","15 - 19 years","%","1.8"
"Daily smokers","2018","Female","20 - 24 years","%","23.6"
"Daily smokers","2018","Female","25 - 29 years","%","22.3"
"Daily smokers","2018","Female","30 - 34 years","%","18.8"
"Daily smokers","2018","Female","35 - 39 years","%","16.7"
"Daily smokers","2018","Female","40 - 44 years","%","14.1"
"Daily smokers","2018","Female","45 - 49 years","%","17.3"
"Daily smokers","2018","Female","50 - 54 years","%","14.5"
"Daily smokers","2018","Female","55 - 59 years","%","15.2"
"Daily smokers","2018","Female","60 - 64 years","%","18.8"
"Daily smokers","2018","Female","65 - 69 years","%","8.6"
"Daily smokers","2018","Female","70 - 74 years","%","10.4"
"Daily smokers","2018","Female","75 years and over","%","7.3"
"Daily smokers","2019","Both sexes","All ages","%","14.1"
"Daily smokers","2019","Both sexes","15 - 19 years","%","3.2"
"Daily smokers","2019","Both sexes","20 - 24 years","%","21.9"
"Daily smokers","2019","Both sexes","25 - 29 years","%","20.7"
"Daily smokers","2019","Both sexes","30 - 34 years","%","18"
"Daily smokers","2019","Both sexes","35 - 39 years","%","16.5"
"Daily smokers","2019","Both sexes","40 - 44 years","%","14.5"
"Daily smokers","2019","Both sexes","45 - 49 years","%","15"
"Daily smokers","2019","Both sexes","50 - 54 years","%","16.4"
"Daily smokers","2019","Both sexes","55 - 59 years","%","14.1"
"Daily smokers","2019","Both sexes","60 - 64 years","%","13.3"
"Daily smokers","2019","Both sexes","65 - 69 years","%","11.2"
"Daily smokers","2019","Both sexes","70 - 74 years","%","10.8"
"Daily smokers","2019","Both sexes","75 years and over","%","7.2"
"Daily smokers","2019","Male","All ages","%","15.8"
"Daily smokers","2019","Male","15 - 19 years","%","5.6"
"Daily smokers","2019","Male","20 - 24 years","%","27.8"
"Daily smokers","2019","Male","25 - 29 years","%","22.7"
"Daily smokers","2019","Male","30 - 34 years","%","19.7"
"Daily smokers","2019","Male","35 - 39 years","%","19.5"
"Daily smokers","2019","Male","40 - 44 years","%","17.1"
"Daily smokers","2019","Male","45 - 49 years","%","16.3"
"Daily smokers","2019","Male","50 - 54 years","%","17.6"
"Daily smokers","2019","Male","55 - 59 years","%","14.5"
"Daily smokers","2019","Male","60 - 64 years","%","14.8"
"Daily smokers","2019","Male","65 - 69 years","%","11.6"
"Daily smokers","2019","Male","70 - 74 years","%","9.6"
"Daily smokers","2019","Male","75 years and over","%","7.8"
"Daily smokers","2019","Female","All ages","%","12.5"
"Daily smokers","2019","Female","15 - 19 years","%","0"
"Daily smokers","2019","Female","20 - 24 years","%","17"
"Daily smokers","2019","Female","25 - 29 years","%","18.2"
"Daily smokers","2019","Female","30 - 34 years","%","16.6"
"Daily smokers","2019","Female","35 - 39 years","%","13.3"
"Daily smokers","2019","Female","40 - 44 years","%","12.3"
"Daily smokers","2019","Female","45 - 49 years","%","13.7"
"Daily smokers","2019","Female","50 - 54 years","%","15.3"
"Daily smokers","2019","Female","55 - 59 years","%","13.7"
"Daily smokers","2019","Female","60 - 64 years","%","11.9"
"Daily smokers","2019","Female","65 - 69 years","%","10.8"
"Daily smokers","2019","Female","70 - 74 years","%","12"
"Daily smokers","2019","Female","75 years and over","%","6.7"
"Daily smokers","2021","Both sexes","All ages","%","15.9"
"Daily smokers","2021","Both sexes","15 - 19 years","%","5.8"
"Daily smokers","2021","Both sexes","20 - 24 years","%","14.7"
"Daily smokers","2021","Both sexes","25 - 29 years","%","20.4"
"Daily smokers","2021","Both sexes","30 - 34 years","%","15.5"
"Daily smokers","2021","Both sexes","35 - 39 years","%","18.8"
"Daily smokers","2021","Both sexes","40 - 44 years","%","19.2"
"Daily smokers","2021","Both sexes","45 - 49 years","%","20.1"
"Daily smokers","2021","Both sexes","50 - 54 years","%","21.7"
"Daily smokers","2021","Both sexes","55 - 59 years","%","18.2"
"Daily smokers","2021","Both sexes","60 - 64 years","%","16.2"
"Daily smokers","2021","Both sexes","65 - 69 years","%","12"
"Daily smokers","2021","Both sexes","70 - 74 years","%","9.3"
"Daily smokers","2021","Both sexes","75 years and over","%","6.2"
"Daily smokers","2021","Male","All ages","%","17.3"
"Daily smokers","2021","Male","15 - 19 years","%","7.1"
"Daily smokers","2021","Male","20 - 24 years","%","21.3"
"Daily smokers","2021","Male","25 - 29 years","%","21"
"Daily smokers","2021","Male","30 - 34 years","%","18.4"
"Daily smokers","2021","Male","35 - 39 years","%","20"
"Daily smokers","2021","Male","40 - 44 years","%","21.7"
"Daily smokers","2021","Male","45 - 49 years","%","21.2"
"Daily smokers","2021","Male","50 - 54 years","%","23.2"
"Daily smokers","2021","Male","55 - 59 years","%","17.3"
"Daily smokers","2021","Male","60 - 64 years","%","17.6"
"Daily smokers","2021","Male","65 - 69 years","%","10.2"
"Daily smokers","2021","Male","70 - 74 years","%","7"
"Daily smokers","2021","Male","75 years and over","%","6.8"
"Daily smokers","2021","Female","All ages","%","14.5"
"Daily smokers","2021","Female","15 - 19 years","%","4.3"
"Daily smokers","2021","Female","20 - 24 years","%","8.1"
"Daily smokers","2021","Female","25 - 29 years","%","19.9"
"Daily smokers","2021","Female","30 - 34 years","%","12.7"
"Daily smokers","2021","Female","35 - 39 years","%","17.7"
"Daily smokers","2021","Female","40 - 44 years","%","16.7"
"Daily smokers","2021","Female","45 - 49 years","%","18.9"
"Daily smokers","2021","Female","50 - 54 years","%","20.3"
"Daily smokers","2021","Female","55 - 59 years","%","19.1"
"Daily smokers","2021","Female","60 - 64 years","%","14.9"
"Daily smokers","2021","Female","65 - 69 years","%","13.4"
"Daily smokers","2021","Female","70 - 74 years","%","11.2"
"Daily smokers","2021","Female","75 years and over","%","5.5"
"Daily smokers","2022","Both sexes","All ages","%","14.5"
"Daily smokers","2022","Both sexes","15 - 19 years","%","5.2"
"Daily smokers","2022","Both sexes","20 - 24 years","%","14.1"
"Daily smokers","2022","Both sexes","25 - 29 years","%","19.2"
"Daily smokers","2022","Both sexes","30 - 34 years","%","17.4"
"Daily smokers","2022","Both sexes","35 - 39 years","%","15.3"
"Daily smokers","2022","Both sexes","40 - 44 years","%","16.8"
"Daily smokers","2022","Both sexes","45 - 49 years","%","17.6"
"Daily smokers","2022","Both sexes","50 - 54 years","%","17.4"
"Daily smokers","2022","Both sexes","55 - 59 years","%","18.3"
"Daily smokers","2022","Both sexes","60 - 64 years","%","13.5"
"Daily smokers","2022","Both sexes","65 - 69 years","%","12.6"
"Daily smokers","2022","Both sexes","70 - 74 years","%","8.5"
"Daily smokers","2022","Both sexes","75 years and over","%","7"
"Daily smokers","2022","Male","All ages","%","17"
"Daily smokers","2022","Male","15 - 19 years","%","5.9"
"Daily smokers","2022","Male","20 - 24 years","%","17.2"
"Daily smokers","2022","Male","25 - 29 years","%","28.7"
"Daily smokers","2022","Male","30 - 34 years","%","25.4"
"Daily smokers","2022","Male","35 - 39 years","%","17.9"
"Daily smokers","2022","Male","40 - 44 years","%","20.1"
"Daily smokers","2022","Male","45 - 49 years","%","19.7"
"Daily smokers","2022","Male","50 - 54 years","%","17.1"
"Daily smokers","2022","Male","55 - 59 years","%","18.5"
"Daily smokers","2022","Male","60 - 64 years","%","13"
"Daily smokers","2022","Male","65 - 69 years","%","15.7"
"Daily smokers","2022","Male","70 - 74 years","%","8.6"
"Daily smokers","2022","Male","75 years and over","%","7"
"Daily smokers","2022","Female","All ages","%","11.9"
"Daily smokers","2022","Female","15 - 19 years","%","4.4"
"Daily smokers","2022","Female","20 - 24 years","%","11.1"
"Daily smokers","2022","Female","25 - 29 years","%","9.2"
"Daily smokers","2022","Female","30 - 34 years","%","10"
"Daily smokers","2022","Female","35 - 39 years","%","13"
"Daily smokers","2022","Female","40 - 44 years","%","13.2"
"Daily smokers","2022","Female","45 - 49 years","%","15.9"
"Daily smokers","2022","Female","50 - 54 years","%","17.7"
"Daily smokers","2022","Female","55 - 59 years","%","17.6"
"Daily smokers","2022","Female","60 - 64 years","%","13.9"
"Daily smokers","2022","Female","65 - 69 years","%","9.5"
"Daily smokers","2022","Female","70 - 74 years","%","8.4"
"Daily smokers","2022","Female","75 years and over","%","7"
"Daily smokers","2023","Both sexes","All ages","%","13.9"
"Daily smokers","2023","Both sexes","15 - 19 years","%","11.2"
"Daily smokers","2023","Both sexes","20 - 24 years","%","11"
"Daily smokers","2023","Both sexes","25 - 29 years","%","14.2"
"Daily smokers","2023","Both sexes","30 - 34 years","%","18.5"
"Daily smokers","2023","Both sexes","35 - 39 years","%","17.9"
"Daily smokers","2023","Both sexes","40 - 44 years","%","15.5"
"Daily smokers","2023","Both sexes","45 - 49 years","%","13.9"
"Daily smokers","2023","Both sexes","50 - 54 years","%","16.8"
"Daily smokers","2023","Both sexes","55 - 59 years","%","13.8"
"Daily smokers","2023","Both sexes","60 - 64 years","%","15.9"
"Daily smokers","2023","Both sexes","65 - 69 years","%","11.9"
"Daily smokers","2023","Both sexes","70 - 74 years","%","8.8"
"Daily smokers","2023","Both sexes","75 years and over","%","6.9"
"Daily smokers","2023","Male","All ages","%","16"
"Daily smokers","2023","Male","15 - 19 years","%","9.4"
"Daily smokers","2023","Male","20 - 24 years","%","13.3"
"Daily smokers","2023","Male","25 - 29 years","%","17.4"
"Daily smokers","2023","Male","30 - 34 years","%","23.9"
"Daily smokers","2023","Male","35 - 39 years","%","24"
"Daily smokers","2023","Male","40 - 44 years","%","17.8"
"Daily smokers","2023","Male","45 - 49 years","%","16.1"
"Daily smokers","2023","Male","50 - 54 years","%","20"
"Daily smokers","2023","Male","55 - 59 years","%","14.2"
"Daily smokers","2023","Male","60 - 64 years","%","16.8"
"Daily smokers","2023","Male","65 - 69 years","%","9.9"
"Daily smokers","2023","Male","70 - 74 years","%","12.9"
"Daily smokers","2023","Male","75 years and over","%","5.1"
"Daily smokers","2023","Female","All ages","%","11.8"
"Daily smokers","2023","Female","15 - 19 years","%","13.1"
"Daily smokers","2023","Female","20 - 24 years","%","8.6"
"Daily smokers","2023","Female","25 - 29 years","%","10.9"
"Daily smokers","2023","Female","30 - 34 years","%","13.6"
"Daily smokers","2023","Female","35 - 39 years","%","12.3"
"Daily smokers","2023","Female","40 - 44 years","%","13.4"
"Daily smokers","2023","Female","45 - 49 years","%","11.8"
"Daily smokers","2023","Female","50 - 54 years","%","13.6"
"Daily smokers","2023","Female","55 - 59 years","%","13.3"
"Daily smokers","2023","Female","60 - 64 years","%","14.9"
"Daily smokers","2023","Female","65 - 69 years","%","13.7"
"Daily smokers","2023","Female","70 - 74 years","%","4.7"
"Daily smokers","2023","Female","75 years and over","%","8.4"
"Daily smokers","2024","Both sexes","All ages","%","13.8"
"Daily smokers","2024","Both sexes","15 - 19 years","%","7.9"
"Daily smokers","2024","Both sexes","20 - 24 years","%","12.6"
"Daily smokers","2024","Both sexes","25 - 29 years","%","13"
"Daily smokers","2024","Both sexes","30 - 34 years","%","14.1"
"Daily smokers","2024","Both sexes","35 - 39 years","%","15.3"
"Daily smokers","2024","Both sexes","40 - 44 years","%","13.9"
"Daily smokers","2024","Both sexes","45 - 49 years","%","17.1"
"Daily smokers","2024","Both sexes","50 - 54 years","%","16"
"Daily smokers","2024","Both sexes","55 - 59 years","%","17.7"
"Daily smokers","2024","Both sexes","60 - 64 years","%","18"
"Daily smokers","2024","Both sexes","65 - 69 years","%","14.1"
"Daily smokers","2024","Both sexes","70 - 74 years","%","10.8"
"Daily smokers","2024","Both sexes","75 years and over","%","6.1"
"Daily smokers","2024","Male","All ages","%","15.2"
"Daily smokers","2024","Male","15 - 19 years","%","7"
"Daily smokers","2024","Male","20 - 24 years","%","14.4"
"Daily smokers","2024","Male","25 - 29 years","%","16.6"
"Daily smokers","2024","Male","30 - 34 years","%","16.9"
"Daily smokers","2024","Male","35 - 39 years","%","18.7"
"Daily smokers","2024","Male","40 - 44 years","%","16.1"
"Daily smokers","2024","Male","45 - 49 years","%","18.6"
"Daily smokers","2024","Male","50 - 54 years","%","18.8"
"Daily smokers","2024","Male","55 - 59 years","%","22"
"Daily smokers","2024","Male","60 - 64 years","%","17.8"
"Daily smokers","2024","Male","65 - 69 years","%","11.3"
"Daily smokers","2024","Male","70 - 74 years","%","9.7"
"Daily smokers","2024","Male","75 years and over","%","4.4"
"Daily smokers","2024","Female","All ages","%","12.4"
"Daily smokers","2024","Female","15 - 19 years","%","9.1"
"Daily smokers","2024","Female","20 - 24 years","%","11"
"Daily smokers","2024","Female","25 - 29 years","%","9.3"
"Daily smokers","2024","Female","30 - 34 years","%","11.4"
"Daily smokers","2024","Female","35 - 39 years","%","12.2"
"Daily smokers","2024","Female","40 - 44 years","%","11.8"
"Daily smokers","2024","Female","45 - 49 years","%","15.6"
"Daily smokers","2024","Female","50 - 54 years","%","13.1"
"Daily smokers","2024","Female","55 - 59 years","%","13.7"
"Daily smokers","2024","Female","60 - 64 years","%","18.2"
"Daily smokers","2024","Female","65 - 69 years","%","16.5"
"Daily smokers","2024","Female","70 - 74 years","%","11.9"
"Daily smokers","2024","Female","75 years and over","%","7.5"
"Occasional smokers","2015","Both sexes","All ages","%","4.2"
"Occasional smokers","2015","Both sexes","15 - 19 years","%","3.6"
"Occasional smokers","2015","Both sexes","20 - 24 years","%","8.6"
"Occasional smokers","2015","Both sexes","25 - 29 years","%","10"
"Occasional smokers","2015","Both sexes","30 - 34 years","%","7.5"
"Occasional smokers","2015","Both sexes","35 - 39 years","%","3.7"
"Occasional smokers","2015","Both sexes","40 - 44 years","%","4.4"
"Occasional smokers","2015","Both sexes","45 - 49 years","%","4.3"
"Occasional smokers","2015","Both sexes","50 - 54 years","%","2.3"
"Occasional smokers","2015","Both sexes","55 - 59 years","%","1.3"
"Occasional smokers","2015","Both sexes","60 - 64 years","%","1.9"
"Occasional smokers","2015","Both sexes","65 - 69 years","%","1.2"
"Occasional smokers","2015","Both sexes","70 - 74 years","%","0.7"
"Occasional smokers","2015","Both sexes","75 years and over","%","0.6"
"Occasional smokers","2015","Male","All ages","%","4.5"
"Occasional smokers","2015","Male","15 - 19 years","%","2"
"Occasional smokers","2015","Male","20 - 24 years","%","7.3"
"Occasional smokers","2015","Male","25 - 29 years","%","13.3"
"Occasional smokers","2015","Male","30 - 34 years","%","6.6"
"Occasional smokers","2015","Male","35 - 39 years","%","4.3"
"Occasional smokers","2015","Male","40 - 44 years","%","5.1"
"Occasional smokers","2015","Male","45 - 49 years","%","4.6"
"Occasional smokers","2015","Male","50 - 54 years","%","2.8"
"Occasional smokers","2015","Male","55 - 59 years","%","0.8"
"Occasional smokers","2015","Male","60 - 64 years","%","1.6"
"Occasional smokers","2015","Male","65 - 69 years","%","1.4"
"Occasional smokers","2015","Male","70 - 74 years","%","1.5"
"Occasional smokers","2015","Male","75 years and over","%","0.5"
"Occasional smokers","2015","Female","All ages","%","4"
"Occasional smokers","2015","Female","15 - 19 years","%","5.2"
"Occasional smokers","2015","Female","20 - 24 years","%","10.2"
"Occasional smokers","2015","Female","25 - 29 years","%","6.2"
"Occasional smokers","2015","Female","30 - 34 years","%","8.2"
"Occasional smokers","2015","Female","35 - 39 years","%","3.2"
"Occasional smokers","2015","Female","40 - 44 years","%","3.6"
"Occasional smokers","2015","Female","45 - 49 years","%","4"
"Occasional smokers","2015","Female","50 - 54 years","%","1.9"
"Occasional smokers","2015","Female","55 - 59 years","%","1.7"
"Occasional smokers","2015","Female","60 - 64 years","%","2.2"
"Occasional smokers","2015","Female","65 - 69 years","%","1.1"
"Occasional smokers","2015","Female","70 - 74 years","%","0"
"Occasional smokers","2015","Female","75 years and over","%","0.7"
"Occasional smokers","2016","Both sexes","All ages","%","3.6"
"Occasional smokers","2016","Both sexes","15 - 19 years","%","5.2"
"Occasional smokers","2016","Both sexes","20 - 24 years","%","7"
"Occasional smokers","2016","Both sexes","25 - 29 years","%","6.2"
"Occasional smokers","2016","Both sexes","30 - 34 years","%","5.9"
"Occasional smokers","2016","Both sexes","35 - 39 years","%","3.8"
"Occasional smokers","2016","Both sexes","40 - 44 years","%","3.2"
"Occasional smokers","2016","Both sexes","45 - 49 years","%","4.1"
"Occasional smokers","2016","Both sexes","50 - 54 years","%","1.2"
"Occasional smokers","2016","Both sexes","55 - 59 years","%","3.4"
"Occasional smokers","2016","Both sexes","60 - 64 years","%","1.5"
"Occasional smokers","2016","Both sexes","65 - 69 years","%","0.9"
"Occasional smokers","2016","Both sexes","70 - 74 years","%","1.7"
"Occasional smokers","2016","Both sexes","75 years and over","%","0.7"
"Occasional smokers","2016","Male","All ages","%","4.2"
"Occasional smokers","2016","Male","15 - 19 years","%","4.7"
"Occasional smokers","2016","Male","20 - 24 years","%","7.9"
"Occasional smokers","2016","Male","25 - 29 years","%","8.8"
"Occasional smokers","2016","Male","30 - 34 years","%","7.1"
"Occasional smokers","2016","Male","35 - 39 years","%","5.2"
"Occasional smokers","2016","Male","40 - 44 years","%","3"
"Occasional smokers","2016","Male","45 - 49 years","%","3.9"
"Occasional smokers","2016","Male","50 - 54 years","%","1.3"
"Occasional smokers","2016","Male","55 - 59 years","%","4.9"
"Occasional smokers","2016","Male","60 - 64 years","%","2"
"Occasional smokers","2016","Male","65 - 69 years","%","0.3"
"Occasional smokers","2016","Male","70 - 74 years","%","1.9"
"Occasional smokers","2016","Male","75 years and over","%","1.2"
"Occasional smokers","2016","Female","All ages","%","3"
"Occasional smokers","2016","Female","15 - 19 years","%","5.7"
"Occasional smokers","2016","Female","20 - 24 years","%","6.2"
"Occasional smokers","2016","Female","25 - 29 years","%","3.5"
"Occasional smokers","2016","Female","30 - 34 years","%","4.9"
"Occasional smokers","2016","Female","35 - 39 years","%","2.4"
"Occasional smokers","2016","Female","40 - 44 years","%","3.4"
"Occasional smokers","2016","Female","45 - 49 years","%","4.3"
"Occasional smokers","2016","Female","50 - 54 years","%","1.1"
"Occasional smokers","2016","Female","55 - 59 years","%","2.1"
"Occasional smokers","2016","Female","60 - 64 years","%","0.9"
"Occasional smokers","2016","Female","65 - 69 years","%","1.4"
"Occasional smokers","2016","Female","70 - 74 years","%","1.5"
"Occasional smokers","2016","Female","75 years and over","%","0.3"
"Occasional smokers","2017","Both sexes","All ages","%","3.8"
"Occasional smokers","2017","Both sexes","15 - 19 years","%","4"
"Occasional smokers","2017","Both sexes","20 - 24 years","%","3.9"
"Occasional smokers","2017","Both sexes","25 - 29 years","%","7.1"
"Occasional smokers","2017","Both sexes","30 - 34 years","%","5.1"
"Occasional smokers","2017","Both sexes","35 - 39 years","%","5.9"
"Occasional smokers","2017","Both sexes","40 - 44 years","%","4.2"
"Occasional smokers","2017","Both sexes","45 - 49 years","%","3.8"
"Occasional smokers","2017","Both sexes","50 - 54 years","%","3.8"
"Occasional smokers","2017","Both sexes","55 - 59 years","%","2.2"
"Occasional smokers","2017","Both sexes","60 - 64 years","%","2.1"
"Occasional smokers","2017","Both sexes","65 - 69 years","%","1"
"Occasional smokers","2017","Both sexes","70 - 74 years","%","1.8"
"Occasional smokers","2017","Both sexes","75 years and over","%","1.5"
"Occasional smokers","2017","Male","All ages","%","4.6"
"Occasional smokers","2017","Male","15 - 19 years","%","7.2"
"Occasional smokers","2017","Male","20 - 24 years","%","3.7"
"Occasional smokers","2017","Male","25 - 29 years","%","8.3"
"Occasional smokers","2017","Male","30 - 34 years","%","4.4"
"Occasional smokers","2017","Male","35 - 39 years","%","8.3"
"Occasional smokers","2017","Male","40 - 44 years","%","6.8"
"Occasional smokers","2017","Male","45 - 49 years","%","0.9"
"Occasional smokers","2017","Male","50 - 54 years","%","4.5"
"Occasional smokers","2017","Male","55 - 59 years","%","2.4"
"Occasional smokers","2017","Male","60 - 64 years","%","0.9"
"Occasional smokers","2017","Male","65 - 69 years","%","2"
"Occasional smokers","2017","Male","70 - 74 years","%","2.6"
"Occasional smokers","2017","Male","75 years and over","%","2.4"
"Occasional smokers","2017","Female","All ages","%","3.1"
"Occasional smokers","2017","Female","15 - 19 years","%","0.5"
"Occasional smokers","2017","Female","20 - 24 years","%","4.1"
"Occasional smokers","2017","Female","25 - 29 years","%","5.6"
"Occasional smokers","2017","Female","30 - 34 years","%","5.6"
"Occasional smokers","2017","Female","35 - 39 years","%","3.7"
"Occasional smokers","2017","Female","40 - 44 years","%","1.6"
"Occasional smokers","2017","Female","45 - 49 years","%","6.7"
"Occasional smokers","2017","Female","50 - 54 years","%","3.2"
"Occasional smokers","2017","Female","55 - 59 years","%","2"
"Occasional smokers","2017","Female","60 - 64 years","%","3.5"
"Occasional smokers","2017","Female","65 - 69 years","%","0.1"
"Occasional smokers","2017","Female","70 - 74 years","%","1.1"
"Occasional smokers","2017","Female","75 years and over","%","0.8"
"Occasional smokers","2018","Both sexes","All ages","%","2.6"
"Occasional smokers","2018","Both sexes","15 - 19 years","%","1.7"
"Occasional smokers","2018","Both sexes","20 - 24 years","%","5.8"
"Occasional smokers","2018","Both sexes","25 - 29 years","%","4.6"
"Occasional smokers","2018","Both sexes","30 - 34 years","%","3.9"
"Occasional smokers","2018","Both sexes","35 - 39 years","%","3.6"
"Occasional smokers","2018","Both sexes","40 - 44 years","%","2.1"
"Occasional smokers","2018","Both sexes","45 - 49 years","%","2.9"
"Occasional smokers","2018","Both sexes","50 - 54 years","%","1"
"Occasional smokers","2018","Both sexes","55 - 59 years","%","2.3"
"Occasional smokers","2018","Both sexes","60 - 64 years","%","1.6"
"Occasional smokers","2018","Both sexes","65 - 69 years","%","1.8"
"Occasional smokers","2018","Both sexes","70 - 74 years","%","1.6"
"Occasional smokers","2018","Both sexes","75 years and over","%","0.6"
"Occasional smokers","2018","Male","All ages","%","3.1"
"Occasional smokers","2018","Male","15 - 19 years","%","2.6"
"Occasional smokers","2018","Male","20 - 24 years","%","3.8"
"Occasional smokers","2018","Male","25 - 29 years","%","5.1"
"Occasional smokers","2018","Male","30 - 34 years","%","4.7"
"Occasional smokers","2018","Male","35 - 39 years","%","4.9"
"Occasional smokers","2018","Male","40 - 44 years","%","3"
"Occasional smokers","2018","Male","45 - 49 years","%","4.3"
"Occasional smokers","2018","Male","50 - 54 years","%","0.4"
"Occasional smokers","2018","Male","55 - 59 years","%","3.3"
"Occasional smokers","2018","Male","60 - 64 years","%","1.9"
"Occasional smokers","2018","Male","65 - 69 years","%","3.7"
"Occasional smokers","2018","Male","70 - 74 years","%","0.9"
"Occasional smokers","2018","Male","75 years and over","%","0.6"
"Occasional smokers","2018","Female","All ages","%","2.1"
"Occasional smokers","2018","Female","15 - 19 years","%","0.7"
"Occasional smokers","2018","Female","20 - 24 years","%","7.9"
"Occasional smokers","2018","Female","25 - 29 years","%","3.9"
"Occasional smokers","2018","Female","30 - 34 years","%","3.2"
"Occasional smokers","2018","Female","35 - 39 years","%","2.4"
"Occasional smokers","2018","Female","40 - 44 years","%","1.2"
"Occasional smokers","2018","Female","45 - 49 years","%","1.6"
"Occasional smokers","2018","Female","50 - 54 years","%","1.6"
"Occasional smokers","2018","Female","55 - 59 years","%","1.2"
"Occasional smokers","2018","Female","60 - 64 years","%","1.3"
"Occasional smokers","2018","Female","65 - 69 years","%","0.1"
"Occasional smokers","2018","Female","70 - 74 years","%","2.2"
"Occasional smokers","2018","Female","75 years and over","%","0.5"
"Occasional smokers","2019","Both sexes","All ages","%","3.2"
"Occasional smokers","2019","Both sexes","15 - 19 years","%","3.3"
"Occasional smokers","2019","Both sexes","20 - 24 years","%","5.4"
"Occasional smokers","2019","Both sexes","25 - 29 years","%","7.8"
"Occasional smokers","2019","Both sexes","30 - 34 years","%","6.2"
"Occasional smokers","2019","Both sexes","35 - 39 years","%","2.5"
